asn,handle,description
46350,SILBER00,"Silberline Mfg. Co. Inc"
46351,BBHSOLUTIONS,"BBH Solutions Inc"
46352,ASPIRELIFESTYLES-CHELMSFORD,"Circle Company Associates Inc"
46353,INTERMAX-AS,"Intermax Networks"
46354,QUANTHOUSE-US,"QuantHouse Inc"
46355,OPENDOOR,"Open Door Creative LLc"
46356,SBUEDU,"Saint Bonaventure University"
46357,CALPOLY-NETLAB,"California Polytechnic State University"
46358,UAT,"University of Advancing Technology"
46359,MCKINNEYISD,"McKinney ISD"
46360,VIRTU-FINANCIAL-LLC,"Virtu Financial Operating LLC"
46361,GILLETTE-CHILDRENS-SPECIALTY-HEALTHCARE,"Gillette Children's Specialty Healthcare"
46362,CSIU-AS-NUM,"Central Susquehanna Intermediate Unit"
46363,HOLYFAMILY,"Holy Family University"
46364,LAKEVIEW-LOAN-SERVICING,"Lakeview Loan Servicing LLC"
46365,CYANSYN,"CYANSYN CO"
46366,COLOGIX-MTL,"Cologix Canada Inc"
46367,URSAS,"UTAH RETIREMENT SYSTEMS"
46368,ORAL-5-46368,"DECCA Cable"
46369,TGNA-KUSA-KTVD,"TEGNA Inc"
46370,GRANDWEB,"Grand Web Solutions Inc"
46371,CARBO,"Open Text Corporation"
46372,MPS-AS,"Fidelity National Information Services Inc"
46373,CONCENTUSNET,Concentus.net
46374,ICNET,"Ideal Concepts Inc"
46375,AS-SONICTELECOM,"Sonic Telecom LLC"
46376,CITYOFORLANDO-BLOCK,"City of Orlando - Information Systems"
46377,TRUTEL-IX-VOX,"Iristel Inc"
46378,FSX-350,"FSX HOLDINGS LLC"
46379,SIENA-COLLEGE,"Siena College"
46380,BANK-OF-AGRICULTURE-AND-COMMERCE,BAC
46381,E-INS-NET,"E-INS LLC"
46382,VANWAGNER,"Van Wagner Communications LLC"
46383,TRANSLINK,Translink
46384,WICONNECT-WIRELESS,"WiConnect Wireless LLC"
46385,PNAP-SE3,"PhoenixNAP LLC"
46386,ZANA-AS-2,"Osir Inc"
46387,BVS-AS,"BVS Performance Systems"
46388,MXI-SOLUTIONS,"Max Internet Solutions LLC"
46389,STLIX,"Saint Louis Internet Exchange Inc"
46390,NABNY245,"National Australia Bank Limited"
46391,AS46391,"Bassett Medical Center"
46392,GCPOWERNET,"Grant County Powernet Inc"
46393,ALTIUS-KY-AS,"ALTIUS Broadband LLC"
46394,JGOLDMAN,"J. GOLDMAN & CO L.P"
46395,WEEDEN-GRN,"Piper Sandler Companies"
46396,HK-SYSTEMS,"HK Systems Inc"
46397,MOSES-ASN,"Moses & Singer LLP"
46398,PII,"Taylor Corporation"
46399,WAVELINC-1,"Wavelinc Communications LLC"
46400,MARYWOOD-MULTI-HOME-1,"Marywood University"
46401,OMNISYNC-NETWORKS,"OmniSync Networks"
46402,CO3-METHOD-01,"COMPANY 3 / METHOD Inc"
46403,ORACLE-4-46403,"Oracle Corporation"
46404,AS46404,"Crown Castle Fiber LLC"
46405,NYNJHIDTA,"DANY-NY/NJ HIDTA"
46406,COMONE-SERVICES-LTD,CompOne
46407,AS-VULTR3,"The Constant Company LLC"
46408,COLUMBUS-COMMUNICATION-SVG,"Columbus Communication St. Vincent and the Grenadines Ltd"
46409,VALUE-ADDED-ASN,"Global Tellink Corporation"
46410,CFEC-1,"Central Florida Electric Cooperative Inc"
46411,IDA-ATL-NET-ASN,"LexisNexis Risk Solutions FL Inc"
46412,PSKW-1,"PSKW LLC"
46413,FULAIR,"Fulair LLC"
46414,OTELCO-MA,GoNetSpeed
46415,CLOUDWORKS,"Ongoing Operations LLC"
46416,BANKONIT,"BankOnIT L.L.C"
46417,BAKER-OWOSSO,"Baker College"
46418,BAKER-AUBURNHILLS,"Baker College"
46419,BAKER-CADILLAC,"Baker College"
46420,BAKER-MUSKEGON,"Baker College"
46421,AMGHMTC-DFW,"Air Medical Group Holdings"
46422,IPNETZONE-MPLS-ASN,IPNetZone
46423,TERRA-HOSTING,"Terra Hosting"
46424,NJTA,"New Jersey Turnpike Authority"
46425,SVMH-AS,"Salinas Valley Memorial Hospital"
46426,HART-COMMUNICATIONS,"HART COMMUNICATIONS INC"
46427,SF-INNOV,"SF Innovations Inc"
46428,EXPEDIA-INC,"EXPEDIA INC"
46429,TPL-SOUTH,"Tranquil Properties LLC"
46430,ASN-TELX,"TELX INC"
46431,CIRCUITBREAKERSALES,"CIRCUIT BREAKER SALES CO. INC"
46432,AS-MITRA,"Miami Transcoding Services Llc"
46433,ADF01,EBOUNDHOST.com
46434,MITSU-10-ASN,"MUFG Securities Americas Inc"
46435,IRON,IRON
46436,XR-ASN1,"XR Trading LLC"
46437,FOURWAY,"Fourway Computer Products Inc"
46438,NOVO-BUILDING-PRODUCTS,"The Empire Company Inc"
46439,CITYOFLEXINGTON,"CITY OF LEXINGTON"
46440,STEADFAST-INT,Steadfast
46441,SUTTERHEALTH,"Sutter Health"
46442,CCPL-1,"Corbin Capital Partners L.P"
46443,CFE-AS,"Addition Financial Credit Union"
46444,STARWOOD-SDL-PHX,"Marriott International Inc"
46445,TELPAGE-EMP,TELPAGE
46446,CALTELCOM,"California Telecom"
46447,ASN1,"North American Derivatives Exchange Inc"
46448,TMC-104,"UNIVERSAL HEALTH SERVICES"
46449,ASTREA-NORTHWI-WESTUPMI,Astrea
46450,PILOT,"Pilot Fiber Inc"
46451,NORTHERN-LIGHT-HEALTH,"Eastern Maine Healthcare Systems"
46452,AS1,"Texas CellNet Inc"
46453,ABBOTT-AS46453,"Abbott Laboratories"
46454,AS1,WCS
46455,NLI-ISP,"WWLTH Inc"
46456,TELESPACE-ASN,"Telespace LLC"
46457,ESD112,"ESD 112"
46458,SAVINGCALL,"Saving Call LLC"
46459,ADSALARM,"Alarm Detection Systems Inc"
46460,KARMAK-NET,"Karmak Inc"
46461,CRYPTICSTUDIOS,"CRYPTIC STUDIOS INC"
46462,KELE-AS,"Kele Inc"
46463,ASAHR,CHS
46464,AUC-1882,"Atlantic Union College"
46465,WBH-46465,"William Beaumont Hospital"
46466,SUMMITCREDITUNION,"Summit Credit Union"
46467,DISH-NETWORK-LLC,"DISH Network L.L.C"
46468,AMGH-DFWDC,"Air Medical Group Holdings"
46469,GETRESPONSE-IMPLIX,GETRESPONSE
46470,SKIDMORE-I2-AS,"Skidmore College"
46471,MCRESAS01,"Madison Commercial Real Estate Services LLC"
46473,SIMPLEFIBER,"SimpleFiber Communications LLC"
46474,ANDME-46474,23ANDME
46475,LIMESTONENETWORKS,"Limestone Networks Inc"
46476,TTUHSC,"Texas Tech University Health Sciences Center"
46477,PERIM-ASN,"Perimeter Institute"
46478,ASN-CASTOR-NETWORKS,"Castor Networks Corporation"
46479,PREFERRED-NETWORKS,Pyramid.Net
46480,PEKIN-INSURANCE-HOME-OFFICE,"Pekin Insurance"
46481,TOPCO,"Topco Associates LLC"
46482,CONTIGO,"Vecima Networks Inc"
46483,RGHS,"Unity Health System"
46484,TRELLIXANY,Trellix
46485,BGIM-ASN,"Brandywine Global Investments"
46486,BUFFINI,"Buffini & Company"
46487,YAKAMANATIONNETWORKS-01,"Yakama Nation Networks"
46488,BLS-BROADBAND-ASN1,"BLS Broadband"
46489,TWITCH,"Twitch Interactive Inc"
46490,DMEHOAS,"DME Holdings LLC"
46491,MEC-ASN,"Metropolitan Educational Council"
46492,SWMICH-EDU-AS-01,"Southwestern Michigan College"
46493,NIKON-UPS-KENTUCKY,"Nikon Inc"
46494,CHRISCOMCO,"Christensen Communications Company"
46495,UHAUL-INC-2,"UHAUL INTERNATIONAL INC"
46496,WTNC-INTERNAL-ISP,"Washoe Tribe of Nevada and California"
46497,TIABI,"TIABI LLC"
46498,WEYERHAEUSER,"Weyerhaeuser Company"
46499,OITC-AS1,"Outsource IT"
46500,HUNTSVILLE-IX-ROUTE-SERVERS,"Richmond-IX Corporation"
46501,WATCHGUARD-TECHNOLOGIES-INC,"WatchGuard Technologies Inc"
46502,SYNCWAVE-499,"SyncWave LLC"
46503,POWEROFVIT,"Destiny Management Company LLC"
46504,IDIT,"Bonds.com LLC"
46505,NIXIHOST,"NixiHost.com Incorporated"
46506,SIMPLEHELIX,SimpleHelix.com
46507,DELL-KACE-AS,"Dell Inc"
46508,WWP,"Wwpass Corporation"
46509,INTERACTIVE-BROKERS-GOP,"Interactive Brokers LLC"
46510,702-FARGO-IXP,"702 Communications"
46511,MMC-026,"UNIVERSAL HEALTH SERVICES"
46512,UT-MEDICAL-CENTER,"University of Tennessee Medical Center"
46513,ALARM-PROD-US-AS,"Alarm.com Inc"
46514,MTI-TECH,"MTI Technology LLC"
46515,TOONTOWN,"Toons of the World Foundation"
46516,GLOBEIX,"HostRoyale LLC"
46517,SEATTLE-CITY-LIGHT,"City of Seattle Dept. of Admin. Services"
46518,CLOUDPROVIDERUSA,"Cloud Provider USA LLC"
46519,LMI,"Lantheus Medical Imaging Inc"
46520,CA-DOJ,"California Department of Justice"
46521,NAVASOLUTIONS-01,"Nava Solutions LLC"
46522,COH,"City of Henderson Nevada"
46523,KINETIX-TECH,"Kinetix Broadband LLC"
46524,GRANITE-100,"Granite Telecommunications LLC"
46525,RURALWAVE-LTD,"Rural Wave"
46526,AS46526,"JAB Wireless INC"
46527,DVRE,"DEER VALLEY RANCH EAST LLC"
46528,JRSIMP,"J.R. Simplot Company"
46529,CORESITE-SPARE,CoreSite
46530,CORPTECH,"Corporate Technologies LLC"
46531,EXCORESO,"Exco Resources Inc"
46532,BARE-METAL-CLOUD,"Newservers Incorporated"
46533,ASN1,"Arias Resource Capital Management LP"
46534,VISIO-ASN,"Vision Wifi Inc"
46535,TECHSMITH,"TechSmith Corporation"
46536,VIASAT-CARLSBAD,"ViaSat Inc"
46537,ELMDC,"Elm Datacenter LLC"
46538,MANTARA,"Mantara Inc"
46539,SHADOW-INTERNET,"Shadow Internet Ltd"
46540,ARENAONE,"Arena One LLC"
46541,HOMEHARDWARE,"Home Hardware Stores Limited"
46542,AVIDTE,"Avid Technology Inc"
46543,UMB,"University of Maryland Baltimore"
46544,FISHER-AS-EXT,"Fisher Investments Inc"
46545,COMMAND-ALKON-INCORPORATED,"Command Alkon Incorporated"
46546,EKKUM,"EKKUM INC"
46547,RMF-ENGINEERING-MEP,"Rmf Engineering Inc"
46548,ASN1,"New york City Housing Development Corporation"
46549,GVO,"Global Virtual Opportunities"
46550,LOGICORP,"Logitech Inc"
46551,GRO-UCFUSM-1N,"Michigan State University Federal Credit Union"
46552,RSMUS-IAAS,RSM
46553,AS46553,"AS46553 s.r.o"
46554,BAYTEX-CALGARY-ASN,"Baytex Energy Ltd"
46555,RSOE-NA,"TAKE-TWO INTERACTIVE SOFTWARE INC"
46556,CIT-ASN-NA-03,"First-Citizens Bank & Trust Company"
46557,DWS-UAE,"Disney Worldwide Services Inc"
46558,SUN-DSEO,"Oracle Corporation"
46559,3XNET,"ZGX US LLC"
46560,DCF-ASN,"DCF Partners L.P"
46561,STEELSCAPE,"STEELSCAPE LLC"
46562,PERFORMIVE,"Performive LLC"
46563,STONEH-AS,"Stonehill College"
46564,NORDST-AS,"Nordstrom Inc"
46565,COC-AS,"City of Columbia"
46566,CCS,"CAPITAL Card Services Inc"
46567,BORDER-STATES-INDUSTRIES,"Border States Industries"
46568,HORMELFOODS,"Hormel Foods Corporation"
46569,WALSH-COLLEGE,"Walsh College of Accountancy and Business Administration"
46570,CBLT-INTEGRALINK,"The Cobalt Group"
46571,USNEWS,"U.S. News & World Report L.P"
46572,COWBOY-HOSTING,"Cowboy Hosting LLC"
46573,VAULT-HOST,"Vault Host"
46574,VINEO,"VINEO LLC"
46575,WSSC-AS,"Washington Suburban Sanitary Commission"
46576,LOEWS-HOTELS-ORLANDO,"Loews Hotels at Universal Orlando"
46577,HALNET-FMT2,"Halibut Electronics Inc"
46578,AS46578,"Seer Capital Management LP"
46579,ORN-01,"ORION GROUP HOLDINGS INC"
46580,MERICLE-AS,"Mericle Construction Inc"
46581,INDOFF-CORP-STL1,"INDOFF Incorporated"
46582,IT-MOTHERSHIP,"IT Mothership"
46583,VTI-NET,"Visionary Technologies Inc"
46584,CLOUDNET-CANADA,"CLOUDNET CANADA"
46585,JFKIAT-LLC,"JFK International Air Terminal LLC"
46586,BCBSAZ,"Blue Cross and Blue Shield of Arizona Inc"
46587,CERBERUS-CAPITAL-MANAGEMENT,"Cerberus Capital Management LP"
46588,CDW-CONFIGS-01,CDW
46589,KYN-GTS,Kyndryl
46590,CITY-OF-CHARLESTON,"City of Charleston"
46591,DPAM-AS1,"DENSO Products and Services Americas INC"
46592,TOMBIGBEECOMM-1,"Tombigbee Communications LLC"
46593,TELEDATA,"Teledata Solutions Inc"
46594,BIS-CORP,"Business Information Systems Inc"
46595,PVTN,"Penasco Valley Telecommunications"
46596,NPH,"Nazarene Publishing House"
46597,ECOMMERCE,"Ecommerce Discovery LLC"
46598,SOUTHERN-OHIO-COMMUNICATION-SERVICES,"Southern Ohio Communication Services"
46599,PRF-DATASTATION,"McClure Services LLC"
46600,E2-SERVICES-01,"E2 Services Inc"
46601,AS46601,"CCI Communications LLC"
46602,TPC,"PLAIN DEALER PUBLISHING CO"
46603,JACK-IN-THE-BOX,"Jack in the Box Inc"
46604,INTERLINE-BRANDS-ATL,"Interline Brands Inc"
46605,MGRC,"MCGRATH RENTCORP"
46606,UNIFIEDLAYER-AS-1,"Unified Layer"
46607,FORREST-T-JONES,"Forrest T Jones & co Inc"
46608,RENAISSANCE-INVESTMENT-MANAGEMENT,"Renaissance Investment Management Inc"
46609,DWS,"Dataweb Solutions"
46610,WARREN-COUNTY-TELECOMMUNICATIONS,"Warren County Board of Commissioners"
46611,CLAYSCHOOLS,"Clay County Schools"
46612,BUNGE-REGINA,"Bunge Canada Inc"
46613,CV-RI-HQ,"COLLETTE VACATIONS"
46614,SENCI-46614,"Sencinet LatAm (Nevada) Corp"
46615,EPIC-1-46615,"EPIC Consolidated Operations LLC"
46616,WESTI-INET-AS,"Westinghouse Electric Company LLC"
46617,WEBMD-IDC2-AS,"WebMD LLC"
46618,DERYTELECOM,"Cogeco Connexion inc"
46619,FRG-RAD,"Foundation Radiology Group"
46620,WBH-ISC-RO,"William Beaumont Hospital"
46621,SCRIC,"Broome - Tioga BOCES"
46622,ARMSTRONG-ENTERPRISE-COMMUNICATIONS,"Armstrong Enterprise Communications Inc"
46623,FISHBACK,"Fishback Financial Corporation"
46624,BEEBE-MEDICAL-CENTER,"Beebe Medical Center Inc"
46625,HELLMAN-JORDAN-MANAGEMENT-COMPANY-INC-ASN,"Hellman Jordan Management Company Inc"
46626,SICKKIDS-AS-01,"The Hospital for Sick Children"
46627,AUREON-46627,"Aureon Network Services"
46628,UTMSA,"UT Medicine SA"
46629,NETIP-GA,"Network IP"
46630,CPRAIL,"Canadian Pacific Railway Company"
46631,CITYOFWHEATON,"City of Wheaton"
46632,SOUTHWEST-ARKANSAS-TELEPHONE-COOPERATIVE,"Southwest Arkansas Telephone Cooperative"
46633,TRADESTATION-2,"TradeStation Securities Inc"
46634,NET10-NET,"Net10 Internet Services LLC"
46635,NET3-AI,"Contact Consumers"
46636,NATCOWEB,"NatCoWeb Corp"
46637,ROCK-FALLS-FIBERNET,"City of Rock Falls"
46638,DIXIE,"Cyber Broadband Inc"
46639,HUGHES-TELEMATICS,"Verizon Business"
46640,NWNCOMM,"NWN Corporation"
46641,NIAGARA-CATHOLIC-DISTRICT-SCHOOL-BOARD,"Niagara Catholic District School Board"
46642,TT-US-1,TekTera
46643,VIRGINIA-COLLEGE-SAVINGS-PLAN,"Virginia College Savings Plan"
46644,SOCIAL-BLADE,"Social Blade LLC"
46645,GROQ-PROD-5,"Groq Inc"
46646,BT-ASN,"BOTTOMLINE TECHNOLOGIES (DE) INC"
46647,COASTAL-LINK,"Coastal-link Communications LLC"
46648,SUTTERHEALTH,"Sutter Health"
46649,VEGANEXT,SonetX.com
46650,ASN46650-CCGL,"Columbus Communications Grenada Ltd"
46651,OMD3,"Optimized Micro Devices LLC"
46652,SERVERSTACK-ASN,"DigitalOcean LLC"
46653,FREDRIKSON-BYRON,"Fredrikson & Byron P.A"
46654,OC-INTERNET,"O'Charleys Inc"
46655,ALIGN-NYC,"ALIGN Inc"
46656,MEETME-1,"MeetMe Inc"
46657,KPS-HORIZON-NET-2,"KNIGHT POINT SYSTEMS LLC"
46658,TRANSMON119,"Transmontaigne Product Services Inc"
46659,PRIMET-INET-COLO-AS,"Prime Therapeutics LLC"
46660,WINSONIC,"WinSonic Digital Cable Systems Network Ltd"
46661,ILLUMINATEDHOSTING,"Illuminated Hosting Service LLC"
46662,BSU-AS,"Boise State University"
46663,MARKETSTAR-AS,"MARKETSTAR CORPORATION"
46664,VDI-NETWORK,VolumeDrive
46665,ASM,"Applied Statistics & Management Inc"
46666,MARKETAXESSTECH-INC-AS,"MarketAxess Technologies Inc"
46667,EPSEL-ASN,"Evercore Partners Services East LLC"
46668,KBMG,Choreograph
46669,AMERICAN-PACIFIC-MORTGAGE,"American Pacific Mortgage Corp"
46670,MARKETING-ASSOCIATES-LLC,"MARKETING ASSOCIATES LLC"
46671,ASN-ZOOSK,"ZOOSK INC"
46672,COLOGIX-FL,"Cologix Inc"
46674,PUB-ASN,"City of Grand Rapids"
46675,GREENVIEWDATA,"Greenview Data"
46676,SEHEALTH-INTERNET,"Southeast Health"
46677,CAROLINA-AIRLINK,"Carolina Airlink"
46678,MAJOR-LEAGUE-BASEBALL-NETWORK-LLC,"MLB NETWORK LLC"
46679,AS-REDCOM-NET,"REDCOM Laboratories Incorporated"
46680,CONTACTUAL,"Contactual Inc"
46681,GCGRY,"Garden City Games Ltd"
46682,LVDC,"LIVEOPS INC"
46683,MI-TECH,"MI TECH SALES"
46684,GMGLLC,"Gateway Mortgage Group LLC"
46685,MURPHY-CATV,"Murphy Cable TV"
46686,OEB-01,"Ontario Energy Board"
46687,MAXXSOUTH-BROADBAND,"BCI Mississippi Broadband LLC"
46688,LANDSCAPE-STRUCTURES,"Landscape Structures Inc"
46689,LEE-WIRELESS-01,"Lee Wireless LLC"
46690,SNET-FCC,"Southern New England Telephone Company and SNET America Inc"
46691,LUNAVI-GA,"Lunavi Inc"
46692,CITYOFWINDOM,"City of Windom"
46693,LOKKET-INC,"Lokket Inc"
46694,ASN-SPTC,"South Plains Telephone Cooperative Inc"
46695,REGENT-ASN1,"Regent University"
46696,DATACANOPY-C1-DFW1,"Sidus Group LLC"
46697,ACNR-01,"American Consolidated Natural Resources Inc"
46698,WHITESKY-COMMUNICATIONS-3,"WhiteSky Communications LLC"
46699,TWRS-HOU,Towerstream
46700,KANDY-NA,"AVCtechnologies USA Inc"
46701,STATE-OF-INDIANA-IOT4,"Indiana Office of Technology"
46702,SOFTLAYER-DAL01,"IBM Cloud"
46703,SOFTLAYER-SEA01,"IBM Cloud"
46704,SOFTLAYER-WDC01,"IBM Cloud"
46705,ZOOM-ONLINE,"Zoom Tech Arizona Limited"
46706,NIL-ASN,"Northwood Investors LLC"
46707,MAGNA-HOLLAND,"Magna Donnelly Corporation"
46708,ENVOI,"Allied International Corp of VA"
46709,RCH-STS,"Air Medical Group Holdings"
46710,RADICAL-DESERT-LLC-1,"Radical Desert Network LLC"
46711,TRUEVALUE-ASN-01,"True Value Company L.L.C"
46712,QTS-COS,"Quality Technology Services LLC"
46713,IPGOMA,"THE INTERPUBLIC GROUP OF COMPANIES INC"
46714,IPC-ATL-56-TELX,"IP Communications LLC"
46715,ENERGYNET-COM,"EnergyNet.com Inc"
46716,CROOK-COUNTY-OREGON,"Crook County Oregon"
46717,CLOUD-SYNCINC-3,"Cloud Sync Inc"
46718,BTCONF-SON,"BT Conferencing"
46719,COMCELL4236207,"COMCELL INC"
46720,UBITY,Ubity
46721,SKYNET-COUNTRY,"Skynet Country INC"
46722,BRYANT-UNIVERSITY,"Bryant University"
46723,UNLABELED,"Unlabeled LLC"
46724,KSC,"Kelsey-Seybold Clinic"
46725,ESC19-ASN,"Education Service Center-Region 19"
46726,ALLOY,"Slidefuse LLC"
46727,FES,FES
46728,HWCO,"Howard Wershbale & Co"
46729,SAINTLEOUNIVERSITY,"Saint Leo University Incorporated"
46730,AIQ,"Alliance Imaging"
46731,ATOMIC-GROUP,"AtomicPC Corp."
46732,LEPRINO-FOODS-INC,"LEPRINO FOODS DAIRY PRODUCTS COMPANY"
46733,X6CNET,x6c
46734,GSENA1,"GDF Suez Energy North America INC"
46735,FARR-FIN,"Certigo Inc"
46736,RCTV,"Real Choice TV"
46737,PLANET-TELECOM,"Planet Telecom"
46738,KENSHOO,"Kenshoo Inc"
46739,COLPIPE-EXT,"Colonial Pipeline Company"
46740,SWISHER-INTERNATIONAL,"Swisher International Inc"
46741,AS-LONDON,"Morningstar Inc"
46742,QTS-HIL,"Quality Technology Services LLC"
46743,PHILANDER-SMITH-UNIVERSITY-AS,"Philander Smith University"
46744,CCHNL,"City and County of Honolulu"
46745,GCSSK12NET,"Gainesville City Schools"
46746,SECURE-24-AS,"NTT Managed Services Americas LLC"
46747,SECUREIP,"SecureIP Solutions Inc"
46748,AS46748,"Graduate School USA"
46749,STANFORD-INTERNET-ACCESS,"Stanford University"
46750,STANFORD-INTERNET-ACCESS2,"Stanford University"
46751,PRIMET-INET-CLOUDX-AS,"Prime Therapeutics LLC"
46752,AMILGA-BHM,"Air Medical Group Holdings"
46753,TDAMERITRADETRUST,"Charles Schwab & Co. Inc"
46754,FORTEX-DATACENTER-NJ,"Fortex Technologies Inc"
46755,COLUMBIA-COLLEGE-MISSOURI,"Columbia College"
46756,FREEMAN-HEALTH,"Freeman Health System"
46757,SHARCNET,Sharcnet
46758,TELETRACKING-TECHNOLOGIES,"TeleTracking Technologies Inc"
46759,CIA-ASN,"Culinary Institute of America"
46760,DRURYHOTELS,"Drury Inns"
46761,SHORELAND,"Shoreland Inc"
46762,AMRC,"Ameresco Inc"
46763,RIEMER-BRAUNSTEIN,"Riemer & Braunstein LLP"
46764,UWI-OPEN-CAMPUS,"University of the West Indies"
46765,ASN1,"Liberum Capital Inc"
46766,ICONIC-AS,"Iconic Internet LLC"
46767,SMLWIRELESS,"SMLW Inc"
46768,INDATA-CORPORATION,"inData Corporation"
46769,TELECAST-COMMUNICATIONS,"Telecast Communications"
46770,RCH-MCC,"Air Medical Group Holdings"
46771,AVI-HQ,"AVI FOODSYSTEMS INC"
46773,AS46773,"INTEGRATED DATA PROCESSING INC"
46774,MAYVI-AS,"MAYVILLE ENGINEERING COMPANY INC"
46775,DCI,"Drummond Company Inc"
46776,EDUCATORS-CREDIT-UNION,"EDUCATORS CREDIT UNION"
46777,MACKCROUNSE,"Mack Sumner Communications LLC"
46778,PHSI-1996,"Prevea Health Services Inc"
46779,HAYNEEDLE,"Hayneedle Inc"
46780,SJUCSB-AS,"Saint John's University - College of Saint Benedict"
46781,NTURNET,"NTURNET TECHNOLOGY LLC"
46782,GTS-169-ASN-01,"Gabriels Technology Solutions Inc"
46783,EL-US,"EASY LINK LLC"
46784,DPW,"Davis Polk & Wardwell LLP"
46785,QUASAR-DATA-CENTER,"QUASAR DATA CENTER LTD"
46786,IPTRANSIT,"IP Transit Inc"
46787,RXLINC-INC,"RXLINC LLC"
46788,IMSD-AS1,"Milwaukee County Government"
46789,LINEA-MEX,"Linea Mex LLC"
46790,PHS-WA,"Providence Health & Services"
46791,CBOE,Cboe
46792,PMU-PARAGOULD,"Paragould Municipal Utilities"
46793,REALLYME,"ReallyMe LLC"
46794,PENDER-COUNTY-SCHOOLS,"Pender County Schools"
46795,AG-PARTNERS-LLC,"AG PARTNERS LLC"
46796,SLAPPEYTEL-NET,"Slappey Telephone Inc"
46797,AS-KDL,"Windstream Communications LLC"
46798,SSCSINC,"Service Station Computer Systems Inc"
46799,SOSASN1,SOS
46800,INFOLOGCORP,"Information Logistics Inc"
46801,RITAOHIO,"Regional Income Tax Agency"
46802,GLADIATOR-TECH,"Gladiator Technologies LLC"
46803,GTCR-300NL-1,"GTCR Golder Rauner LLC"
46804,JADASE-AS,"Jadase LLC"
46805,AS-46805,"Angelnet Limited"
46806,BNU-1-46806,"BlueCat Networks (USA) Inc"
46807,GLOUC-NJ,"County of Gloucester"
46808,PSA-ASN-01,"Pueblo of Santa Ana"
46809,SCCM-500,"Society Of Critical Care Medicine"
46810,TWINDISC,"Twin Disc Incorporated"
46811,SILVERIP-ASN,"SilverIP Communications Inc"
46812,LCS,"London Computer Systems Inc"
46813,AS-OMNIVA-TXDC,"Omniva LLC"
46814,MEDICA-NET,"Medica Health Plans"
46816,DSNETWORKS-001,"DirectSpace Networks LLC"
46817,MTAINC,"Midwest Telecom of America Inc"
46818,NNDSB-ASN1,"Near North District School Board"
46819,CHOCTAW-DETROIT,"CHOCTAW-KAUL DISTRIBUTION COMPANY"
46820,LRHNET1,"Littleton Regional Hospital"
46821,GSTBOCES,"Greater Southern Tier (GST) BOCES"
46822,ARGONST,"Argon ST Inc"
46823,NEUSTAR-DENVER,"NeuStar Inc"
46824,NAMECRANE,"NameCrane LLC"
46825,CBPU,"Coldwater Board of Public Utilities"
46826,RAZZO,"Razzo Link Inc"
46827,SPECTRA-LABORATORIES-EAST,"Spectra Laboratories"
46828,MILESK-AS1,"SILVER STAR BRANDS INC"
46829,LAMHOSTING,"Lamhosting LLC"
46830,ASN-GWINNETT,"Gwinnett County Public Schools"
46831,OUTRIGGER-COM-HNL,"OUTRIGGER ENTERPRISES INC"
46832,UNIVERSITY-OF-MISSOURI-SYSTEM-INTER-CAMPUS-NETWORK,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
46833,SENSUS-DATACENTERS,"Sensus USA Inc"
46834,ACLAB,"Ascend Clinical LLC"
46835,CENTRASTATE-MEDICAL-CENTER,"Centrastate Medical Center Inc"
46836,SUNGARDAS-46836,"BroadbandONE LLC"
46837,SUNGARDAS-46837,"BroadbandONE LLC"
46838,POLB-1,"Port of Long Beach"
46839,AIRPORT-SHOPPES-HOTEL,"Airport Shoppes and Hotel Corp"
46840,GSC-WATER,"GSC Logistics Inc"
46841,FORKNETWORKING,"Fork Networking LLC"
46842,NOBLEENERGY-ASN,"Chevron Corporation"
46843,TGNA-KTVB,"TEGNA Inc"
46844,SHARKTECH,Sharktech
46845,NATURE-AMERICA-SF,"Springer Nature America INC"
46846,DOE-HQ-COOP,"U.S. Department of Energy"
46847,NEXVORTEX,nexVortex
46848,VOTACALL-ONE,"Votacall Inc"
46849,TLSN-TX,"TEXAS LONE STAR NETWORK LLC"
46850,MILKCAT,"MilkCat Networks LLC"
46851,TURNITIN,"Turnitin LLC"
46852,IMC-CHICAGO,"IMC Markets"
46853,SWTEXAS,"Southwest Texas Communications"
46854,KONAM,"Konami Gaming Inc"
46855,WHYFLY,WhyFly
46856,PCUC-AS,"PCUC Acquisition LLC"
46857,10X-NETWORKS,"SSL Wireless LLC"
46858,SERENA03,"Serena Software Inc"
46859,MBT-COM,MBTC
46860,DASIANET,"Dasia.Net LLC"
46861,SOFTVOYAGE-NET,"Softvoyage Inc"
46862,ASC-ASN,ASC
46863,SCOTT-COUNTY-SCHOOLS-NETWORK,SCSN
46864,WORKD-IT,"Workday Inc"
46865,ODN,"ODN INC"
46866,OREGONFAST,"TECHNOLOGY SERVICES INC"
46867,AUDEAMUS,Sebastian
46868,VPNET-2,"VPNET INC"
46869,AWV-UU1,"AWV Communications Inc"
46870,NJRNET-2009,"New Jersey Resources"
46871,OCC-AS,"Oakland Community College"
46872,GLDATACENTRE-1,"Gold Line Telemanagement Inc"
46873,HOSTCOLOR,"Host Color"
46874,MEGAVELOCITY-INC,"MegaVelocity Inc"
46875,HUNTSVILLEHOSPITAL,"Huntsville Hospital"
46877,AESO-ASN1,"Alberta Electric System Operator"
46878,DRW-HOLDINGS,"DRW Holdings LLC"
